device_id,timestamp,cpu_utilization,memory_utilization,error_count,uptime_flag,cpu_roll_mean,cpu_roll_std,mem_roll_mean,mem_roll_std,cpu_deviation,mem_deviation,error_roll_sum,anomaly_score,anomaly_flag
DEV-001,2025-01-01 00:00:00,31.93,60.61,0,1,31.93,0.0,60.61,0.0,0.0,0.0,0.0,0.18697990227221245,0
DEV-001,2025-01-01 00:00:00,31.93,60.61,0,1,31.93,0.0,60.61,0.0,0.0,0.0,0.0,0.18697990227221245,0
DEV-001,2025-01-01 01:00:00,45.39,62.85,0,1,36.416666666666664,7.771134623292364,61.35666666666666,1.2932646029847619,8.973333333333336,1.4933333333333394,0.0,0.12295554044321777,0
DEV-001,2025-01-01 01:00:00,45.39,62.85,0,1,38.66,7.771134623292365,61.730000000000004,1.2932646029847612,6.730000000000004,1.1199999999999974,0.0,0.14088123570598776,0
DEV-001,2025-01-01 02:00:00,34.59,56.39,0,1,37.846000000000004,6.971791735271501,60.662,2.637711128990438,-3.2560000000000002,-4.2719999999999985,0.0,0.18149799688260093,0
DEV-001,2025-01-01 02:00:00,34.59,56.39,0,1,37.303333333333335,6.375862817428452,59.949999999999996,2.933884796647614,-2.713333333333331,-3.559999999999995,0.0,0.18364470037407804,0
DEV-001,2025-01-01 03:00:00,38.7,49.45,0,1,38.431666666666665,5.808567522777599,58.089999999999996,5.139945525003161,0.268333333333338,-8.639999999999993,0.0,0.1368520108355077,0
DEV-001,2025-01-01 03:00:00,38.7,49.45,0,1,39.56,4.875629190166131,56.23,5.993943610011695,-0.8599999999999994,-6.779999999999994,0.0,0.15131259324545998,0
DEV-001,2025-01-01 04:00:00,41.57,51.39,0,1,38.92333333333334,4.158796300213164,54.32,5.241171624741939,2.646666666666661,-2.9299999999999997,0.0,0.17381220009402637,0
DEV-001,2025-01-01 04:00:00,41.57,51.39,0,1,38.28666666666667,3.1379271289605644,52.41,3.202648903642122,3.2833333333333314,-1.019999999999996,0.0,0.17437159344950648,0
DEV-001,2025-01-01 05:00:00,32.95,51.95,0,1,38.01333333333333,3.5664922075712826,51.669999999999995,2.5444213487549785,-5.0633333333333255,0.28000000000000824,0.0,0.1715503160560929,0
DEV-001,2025-01-01 05:00:00,32.95,51.95,0,1,37.74,3.926046357342206,50.93000000000001,1.1734393891463333,-4.789999999999999,1.019999999999996,0.0,0.17147381166617587,0
DEV-001,2025-01-01 06:00:00,34.34,62.0,0,1,37.013333333333335,4.1119176386044805,53.02166666666667,4.494193661455494,-2.673333333333332,8.978333333333332,0.0,0.1411491392363119,0
DEV-001,2025-01-01 06:00:00,34.34,62.0,0,1,36.28666666666667,4.139394480677896,55.11333333333334,5.340264662604906,-1.9466666666666654,6.886666666666663,0.0,0.1657663483243731,0
DEV-001,2025-01-01 07:00:00,34.77,59.57,0,1,35.153333333333336,3.235828590433459,56.47666666666667,5.242875801186469,-0.38333333333333286,3.0933333333333337,0.0,0.18884164309038642,0
DEV-001,2025-01-01 07:00:00,34.77,59.57,0,1,34.02,0.8508348840990742,57.84,4.6900149253493835,0.75,1.7299999999999969,0.0,0.18978039075624414,0
DEV-001,2025-01-01 08:00:00,34.49,63.75,0,1,34.27666666666667,0.6782821438505954,59.80666666666667,4.17158323261884,0.21333333333333115,3.943333333333328,0.0,0.17895760456043935,0
DEV-001,2025-01-01 08:00:00,34.49,63.75,0,1,34.53333333333334,0.19520928939619575,61.77333333333333,1.877580002734014,-0.043333333333336554,1.9766666666666666,0.0,0.17989292773773247,0
DEV-001,2025-01-01 09:00:00,34.48,68.28,0,1,34.556666666666665,0.17477604717628964,62.81999999999999,3.2661537012210546,-0.07666666666666799,5.460000000000008,0.0,0.14787299551968186,0
DEV-001,2025-01-01 09:00:00,34.48,68.28,0,1,34.580000000000005,0.1472412985541182,63.86666666666667,3.8962785663587582,-0.10000000000000853,4.413333333333334,0.0,0.15351520428450915,0
DEV-001,2025-01-01 10:00:00,34.82,58.99,1,1,34.58833333333333,0.1609244128980113,63.77,4.029128938120495,0.23166666666666913,-4.780000000000001,1.0,0.08253429539781937,0
DEV-001,2025-01-01 10:00:00,34.82,58.99,1,1,34.596666666666664,0.17305105219723352,63.67333333333334,4.155038708203168,0.22333333333333627,-4.683333333333337,2.0,0.08664096057105103,0
DEV-001,2025-01-01 11:00:00,31.17,64.47,0,1,34.04333333333333,1.417274379457469,63.79333333333333,4.168072296237993,-2.8733333333333277,0.6766666666666694,2.0,0.14302728820412358,0
DEV-001,2025-01-01 11:00:00,31.17,64.47,0,1,33.49,1.8034855142195816,63.913333333333334,4.176930292292014,-2.3200000000000003,0.5566666666666649,2.0,0.145131108742952,0
DEV-001,2025-01-01 12:00:00,30.85,60.0,1,1,32.885,2.002805532247166,62.53333333333334,3.7961489257755248,-2.0349999999999966,-2.5333333333333385,3.0,0.06432103911951359,0
DEV-001,2025-01-01 12:00:00,30.85,60.0,1,1,32.28,1.9726733130449756,61.153333333333336,2.6084835952458443,-1.4299999999999997,-1.153333333333336,4.0,0.05729514440732819,0
DEV-001,2025-01-01 13:00:00,41.18,59.87,0,1,33.339999999999996,4.134585831736943,61.300000000000004,2.4843027190743125,7.840000000000003,-1.4300000000000068,3.0,0.09990991047215331,0
DEV-001,2025-01-01 13:00:00,41.18,59.87,0,1,34.4,5.253714876161427,61.44666666666666,2.3425854662459367,6.780000000000001,-1.5766666666666609,2.0,0.13502521356968478,0
DEV-001,2025-01-01 14:00:00,32.45,51.1,0,1,34.61333333333334,5.120627565705844,59.218333333333334,4.37169722952845,-2.163333333333334,-8.118333333333332,2.0,0.12193927092452683,0
DEV-001,2025-01-01 14:00:00,32.45,51.1,0,1,34.82666666666667,4.973017863095462,56.99,4.562744787953857,-2.376666666666665,-5.890000000000001,2.0,0.1403582970918002,0
DEV-001,2025-01-01 15:00:00,35.19,64.3,0,1,35.550000000000004,4.578938741673654,57.70666666666667,5.392356318592711,-0.36000000000000654,6.593333333333327,1.0,0.1428172069916392,0
DEV-001,2025-01-01 15:00:00,35.19,64.3,0,1,36.27333333333333,3.993337785195059,58.423333333333325,6.008636007170571,-1.0833333333333357,5.876666666666672,0.0,0.16790326120687227,0
DEV-001,2025-01-01 16:00:00,31.84,59.69,0,1,34.71666666666667,3.4863600884972508,58.393333333333324,6.000412208062601,-2.8766666666666687,1.296666666666674,0.0,0.18707523752842575,0
DEV-001,2025-01-01 16:00:00,31.84,59.69,0,1,33.160000000000004,1.5959197974835302,58.36333333333334,5.991996884734395,-1.3200000000000038,1.3266666666666609,0.0,0.1895704751931836,0
DEV-001,2025-01-01 17:00:00,34.11,62.07,0,1,33.43666666666666,1.5921013368082269,60.19166666666666,4.908088901666988,0.6733333333333391,1.8783333333333374,0.0,0.18726121324718364,0
DEV-001,2025-01-01 17:00:00,34.11,62.07,0,1,33.71333333333333,1.5293484451447121,62.02,2.062018428627629,0.3966666666666683,0.04999999999999716,0.0,0.18469068929362414,0
DEV-001,2025-01-01 18:00:00,40.4,63.45,0,1,34.58166666666667,3.1528236022122385,61.87833333333334,1.896611891417596,5.818333333333328,1.5716666666666654,0.0,0.1638894797697304,0
DEV-001,2025-01-01 18:00:00,40.4,63.45,0,1,35.449999999999996,3.9663686162533978,61.73666666666667,1.7012309269075256,4.950000000000003,1.7133333333333312,0.0,0.16952442887100366,0
DEV-001,2025-01-01 19:00:00,33.29,57.47,0,1,35.69166666666666,3.7401466103171095,61.366666666666674,2.3522386500239834,-2.4016666666666637,-3.8966666666666754,0.0,0.18501404315458436,0
DEV-001,2025-01-01 19:00:00,33.29,57.47,0,1,35.93333333333333,3.479245128855765,60.99666666666667,2.800590413942508,-2.643333333333331,-3.526666666666671,0.0,0.18554610233872665,0
DEV-001,2025-01-01 20:00:00,29.95,64.51,0,1,35.24,4.2454022188715985,61.403333333333336,3.1437472332658456,-5.290000000000003,3.106666666666669,0.0,0.15952439847384264,0
DEV-001,2025-01-01 20:00:00,29.95,64.51,0,1,34.54666666666666,4.773680620513542,61.81,3.39500810013761,-4.5966666666666605,2.700000000000003,0.0,0.1625464638391415,0
DEV-001,2025-01-01 21:00:00,31.96,53.03,0,1,33.14,3.8599792745557413,60.07333333333333,4.773533980885306,-1.1799999999999997,-7.0433333333333294,0.0,0.1546369927576392,0
DEV-001,2025-01-01 21:00:00,31.96,53.03,0,1,31.733333333333334,1.5039769501779328,58.336666666666666,5.177716356335754,0.22666666666666657,-5.306666666666665,0.0,0.17131493714669366,0
DEV-001,2025-01-01 22:00:00,41.66,60.5,0,1,33.12833333333334,4.37605035010642,58.84166666666666,5.223839265010628,8.53166666666666,1.6583333333333385,0.0,0.14567307570748717,0
DEV-001,2025-01-01 22:00:00,41.66,60.5,0,1,34.52333333333333,5.60064520092699,59.34666666666667,5.211159819720246,7.136666666666663,1.1533333333333289,0.0,0.15820482902714672,0
DEV-001,2025-01-01 23:00:00,39.3,55.79,0,1,36.08166666666667,5.36967193287137,57.89333333333334,4.671139760986264,3.2183333333333266,-2.103333333333339,0.0,0.1835988516983157,0
DEV-001,2025-01-01 23:00:00,39.3,55.79,0,1,37.64,4.524528704738199,56.440000000000005,3.3784138290032235,1.6599999999999966,-0.6500000000000057,0.0,0.18819686276032088,0
DEV-001,2025-01-02 00:00:00,44.97,60.71,0,1,39.80833333333333,4.372945994025843,57.72,3.2815484150016965,5.161666666666669,2.990000000000002,0.0,0.15771106050034384,0
DEV-001,2025-01-02 00:00:00,44.97,60.71,0,1,41.97666666666667,2.54753737296762,59.0,2.488228285346839,2.9933333333333323,1.7100000000000009,0.0,0.16648763266028094,0
DEV-001,2025-01-02 01:00:00,24.39,63.12,0,1,39.09833333333333,7.6410926356553635,59.43666666666666,2.9845178281703566,-14.708333333333329,3.683333333333337,0.0,0.04883733778887239,0
DEV-001,2025-01-02 01:00:00,24.39,63.12,0,1,36.22,9.50784518174333,59.873333333333335,3.3415246021339824,-11.829999999999998,3.2466666666666626,0.0,0.07070161805388836,0
DEV-001,2025-01-02 02:00:00,30.4,64.23,0,1,34.736666666666665,9.624759044602959,61.28,3.041828397526709,-4.336666666666666,2.950000000000003,0.0,0.1662393562044875,0
DEV-001,2025-01-02 02:00:00,30.4,64.23,0,1,33.25333333333333,9.46531492696711,62.68666666666667,1.6095796552722939,-2.8533333333333317,1.5433333333333366,0.0,0.1711170388875115,0
DEV-001,2025-01-02 03:00:00,36.39,60.8,0,1,31.823333333333334,7.851750547913908,62.701666666666675,1.5877457814985616,4.566666666666666,-1.901666666666678,0.0,0.17251497813479183,0
DEV-001,2025-01-02 03:00:00,36.39,60.8,0,1,30.393333333333334,5.366565630518862,62.71666666666666,1.565434976824806,5.996666666666666,-1.9166666666666643,0.0,0.16212007297948305,0
DEV-001,2025-01-02 04:00:00,33.54,62.73,0,1,31.918333333333337,4.558681461416927,62.65166666666667,1.553388768681712,1.6216666666666626,0.07833333333332604,0.0,0.1812961058211034,0
DEV-001,2025-01-02 04:00:00,33.54,62.73,0,1,33.443333333333335,2.679855717509142,62.586666666666666,1.537955352624546,0.09666666666666401,0.14333333333333087,0.0,0.1824966154470818,0
DEV-001,2025-01-02 05:00:00,33.45,56.51,1,1,33.95166666666666,2.2403519068812514,61.300000000000004,2.687705340992559,-0.501666666666658,-4.790000000000006,1.0,0.08281701490959764,0
DEV-001,2025-01-02 05:00:00,33.45,56.51,1,1,34.46,1.495513289810496,60.01333333333333,2.84762825289164,-1.009999999999998,-3.5033333333333303,2.0,0.09336719194481186,0
DEV-001,2025-01-02 06:00:00,42.07,60.66,0,1,35.406666666666666,3.463897612035686,59.98999999999999,2.8404577095954147,6.663333333333334,0.6700000000000088,2.0,0.1343411864643556,0
DEV-001,2025-01-02 06:00:00,42.07,60.66,0,1,36.35333333333333,4.428293877631269,59.96666666666667,2.8330384160238093,5.716666666666669,0.693333333333328,2.0,0.1439506738537027,0
DEV-001,2025-01-02 07:00:00,44.35,59.89,0,1,38.155,5.1885402571436225,59.49333333333333,2.4962425095865055,6.195,0.3966666666666683,2.0,0.13219016041741383,0
DEV-001,2025-01-02 07:00:00,44.35,59.89,0,1,39.95666666666667,5.142150004294582,59.02,1.974497404404501,4.393333333333331,0.8699999999999974,2.0,0.14448810250433902,0
DEV-001,2025-01-02 08:00:00,33.98,57.38,0,1,40.045,5.010899120916338,59.16499999999999,1.775192947259564,-6.065000000000005,-1.7849999999999895,1.0,0.15699302925062414,0
DEV-001,2025-01-02 08:00:00,33.98,57.38,0,1,40.13333333333333,4.8741960020773485,59.31,1.5341186394800366,-6.153333333333336,-1.9299999999999997,0.0,0.17413202816146806,0
DEV-001,2025-01-02 09:00:00,43.86,57.55,0,1,40.431666666666665,5.067391505169777,58.791666666666664,1.5119975749540024,3.4283333333333346,-1.2416666666666671,0.0,0.17528889283748167,0
DEV-001,2025-01-02 09:00:00,43.86,57.55,0,1,40.73,5.233117617634842,58.27333333333333,1.2545703115675992,3.1300000000000026,-0.7233333333333363,0.0,0.1777141560644357,0
DEV-001,2025-01-02 10:00:00,37.52,57.84,0,1,39.59166666666666,5.026976891399718,57.93166666666667,0.9740106091141125,-2.0716666666666583,-0.09166666666666856,0.0,0.18764541822168052,0
DEV-001,2025-01-02 10:00:00,37.52,57.84,0,1,38.45333333333333,4.477225331236604,57.59,0.2080384579836149,-0.93333333333333,0.25,0.0,0.19105575490736154,0
DEV-001,2025-01-02 11:00:00,35.51,57.57,0,1,38.708333333333336,4.2069010764060915,57.62166666666667,0.1825833143166831,-3.1983333333333377,-0.051666666666669414,0.0,0.1892167713800642,0
DEV-001,2025-01-02 11:00:00,35.51,57.57,0,1,38.96333333333333,3.898002907472842,57.653333333333336,0.14486775578734756,-3.453333333333333,-0.0833333333333357,0.0,0.18854620715785592,0
DEV-001,2025-01-02 12:00:00,36.68,61.03,0,1,37.766666666666666,3.11821530152533,58.23333333333334,1.3767885337504897,-1.086666666666666,2.7966666666666598,0.0,0.1873219598705218,0
DEV-001,2025-01-02 12:00:00,36.68,61.03,0,1,36.57,0.9029285686033044,58.81333333333333,1.7212631021046099,0.10999999999999943,2.2166666666666686,0.0,0.1880304988208088,0
